document,referenceResponse
"Shipping containers are a common feature of the Kenyan landscape.
You'll find these steel boxes converted into comfortable homes, clinics and offices.
Others are turned into shops and granaries to store farm products.
But now shipping containers have entered the sphere of learning.
Starting this year, national examinations materials will be stored in secure shipping containers and placed under 24-hour armed police surveillance.
This is just one of the many new tough measures that the government is introducing to curb cheating in national exams.
In a country where people often rely on well-connected relatives and friends to succeed, education is everything.
Such is the thirst for personal development that around 20:00 on weekday evenings, you'll find the streets of Nairobi and other urban centres teeming with people of all ages going home from class.
Evening classes are a popular way for Kenyans to acquire a second or third degree with the hope of rising higher in life.
Competition for promotion or for the few job opportunities that become available is intense, leading to a desperate desire for more and better academic qualifications.
Joseph Warungu:
""There is a crisis of trust in Kenyan society.""
This pressure to succeed starts at primary school.
As a result, cartels have emerged to take advantage.
Working with some of the former national examinations council officials, police officers and teachers, these cartels have found a way to get hold of exam papers and sell them to desperate students and parents.
But last year things got out of hand as the cheating reached industrial proportions.
More than 5,000 primary and secondary school students had their exam results cancelled; the national examinations board was disbanded and some senior managers fired.
Nearly 200 people including police officers were arrested and charged over exam malpractices.
There is a crisis of trust in Kenyan society.
The government cannot trust the teacher to prepare the students for exams without cheating.
The teacher cannot trust the government to oversee the exams without cheating.
The student cannot trust himself to pass the exam without cheating.
And so in comes the tough steel containers to try and safeguard trust.
This year the government is not taking any chances.
By the time national exams begin in November, invigilators will have been vetted afresh.
Head teachers will now be held personally liable for any incidents of cheating that occur in their schools because they will have the sole responsibility of collecting from, and returning, the exam materials to the containers at central distribution points.
The government is so confident of the measures it has taken that the cabinet secretary for education gave this warning:
""I want to tell all children in candidate classes, that they better prepare for the exams. The monkey business that has been going on shall never happen again"".
But education is not the only sector suffering from the trust deficit.
Governance is badly hit.
Recently, a group of more than 30 elected County Assembly members, who were planning to impeach their Nyeri county governor in central Kenya, decided to spend the night inside the County Assembly under police guard, fearing that their opponents would kidnap them to frustrate the motion.
And in the last few days news has emerged of an invention to help curb drink driving.
The device, developed by a young university student, has an inbuilt breathalyser that detects the driver's alcohol level.
If it's too high, the device transmits a signal and prevents the engine from starting.
So why the need for such a device?
Road accidents kill an average of 3,000 people a year in Kenya and many of the accidents are caused by speeding and drink driving.
The government doesn't trust drivers not to get behind the wheel while drunk, and so it introduced alcohol breathalysers operated by traffic police.
But the public does not trust the police, because they can be easily bribed.
And the drunk driver does not trust anyone else to drive him home safely, except himself.
And so enter the Alcohol and Sound Detection System being developed by a young Kenyan.
It would be far cheaper and more effective to transform the Kenyan mind from within.
Instead the focus is on the symptoms of the epidemic:
If they cheat in exams, lock up exam materials in steel containers.
If democracy is in danger, hide it in locked chambers.
If the driver is too drunk to drive, let the car talk to him.
I think I'll now just retire to my shipping container house and trust that society will sort itself out.
More from Joseph Warungu:
Should the UK join the African Union?
Kenyans beg for mercy
Doctors take on traditional healers
Why Kenya has banned on-air sex","In our series of letters from African journalists, Joseph Warungu, a former high-school teacher, examines the measures the Kenyan government has put in place to tackle cheating in national exams, which begin in early November."
"You asked for the latest news on an office block in Dudley which has stood empty for many years.
You wanted to know why a once popular picture house in Shropshire closed in 1967.
And you asked us to shed some light on the history of terraced houses in Stoke-on-Trent. Here is how we have got on with answering your questions.
Cavendish House in Dudley town centre was once home to Inland Revenue offices but has been empty for many years.
The seven-storey, 85,880 sq ft building was bought at auction by Avenbury Dudley Ltd for £800,000, the Express & Star reported in October 2015.
The following month, the Birmingham Post reported Avenbury planned to demolish the building to pave the way for a £50m retail and leisure development.
Midlands Business News reported a planning application had been submitted to Dudley Council in March 2016.
We asked Councillor Khurshid Ahmed, cabinet member for planning and economic development, for the latest.
He said: ""We are in regular dialogue with the developer and will be meeting with them again in the New Year.""
A spokesman for Avenbury told us: ""Things are still happening behind the scenes but [there is] nothing to announce yet.""
We have spoken to a number of local historians and cinema enthusiasts and the general consensus is that it closed due to dwindling audiences.
Historian Ron Miles said there were once 26 cinemas in the Telford area and two in Oakengates - but they became less popular when people started to get televisions in their own homes.
Another local historian, Rob Breeze, remembers being taken to The Grosvenor to watch Carry on Cleo.
He agreed that a lot of cinemas started closing from the late-1960s onwards, as demand fell.
There is also a theory that the cinema had to close to make way for the flyover carrying the A442 Queensway.
But according to the book ""Silver Screen Memories"" that is not true, because the road was not built until 1975.
Like many parts of the UK, terraced houses - with one design repeated along a row of joined homes - were built in the city in great numbers following the industrial revolution.
Local historian Fred Hughes said many were built around the six town centres of Burslem, Fenton, Hanley, Longton, Stoke and Tunstall.  These went on to form Stoke-on-Trent.
They were built close to industrial centres for pottery and mining due to the lack of transport links, he said, with many knocked down towards the end of the 1950s and early 60s when they were replaced by housing estates like Chell Heath and Bentilee.
Stoke's terraced houses hit the headlines in 2013 when the city council sold off 35 of the properties, mainly in the Cobridge area, for £1.
Have you got a question about the West Midlands?
Is there something you have seen or heard that you would like us to investigate?
It could be a burning issue or something you have always wondered about the area or its people.
Use the tool below to send us your questions.
We could be in touch and your question could make the news.",Readers have been using Your Questions to tell us what they want to know about the West Midlands.
"Analysis shows the average rent of a one-bedroom property in almost half of all districts, boroughs and cities would cost more than 30% of the median take-home salary for the area.
The problem is most acute in London and the South East.
The government said it was committed to building more affordable homes.
BBC England's data unit analysed the average rents for different types of property in each local authority area and the median weekly wage for those areas, using figures published by the Office for National Statistics.
According to Shelter and the Joseph Rowntree Foundation, spending more than a third of your disposable income on rent or a mortgage means you may not be able to afford other basic needs.
Based on average rents and median weekly wages, our investigation found:
Dan Wilson Craw, a policy manager at Generation Rent, which campaigns for affordable housing, said: ""Across London and the South East, the only option for average earners is to squeeze themselves into ever more crowded flat shares.
""This might work for some, but it's a completely unsustainable situation for anyone who wants to settle down. Unless rents start coming down, the capital and its hinterland will start losing workers and that will weaken the national economy.""
Kerry Taylor works as a teaching assistant in a special school in Stratford, earning about £350 a week in take-home pay.
She pays £825 a month to rent a room in a shared house in Lambeth, south London, where she has her own bathroom and kitchen.
She said: ""I would like to get on the housing ladder but I have resigned myself to the fact that working in social care isn't going to get you the right salary, let alone give you the chance to save up for anything.
""I would love to own a home so that no one can kick me out, as I now have to leave my house as the landlady wants to sell.
""I've lived in Manchester, Edinburgh and my home town in Yorkshire but I've never been happier and more comfortable than in London. This is really important to me and I have created a great network of friends so the idea of moving and starting again somewhere else, as I've done twice before, is too exhausting to think about.
""I hope it doesn't come to having to leave but I suppose I can't rule it out completely if it gets that desperate.""
Freelance musician and composer Matt Winkworth has been renting houses around Oxford for 10 years, but to gain security he has decided to buy a narrow boat, which he intends to live in.
The 31-year-old said: ""Buying a boat is something that I've been thinking about doing for a long time.
""I've thought about getting a mortgage, but I would have to move out of the area that I work [in], it's impossible to buy anywhere in the South East.
""[Living in the boat] will be the first time I have lived on my own.""
Sophie Mogridge moved to Oxford last year and lives in a three-bedroom house with two friends.
The trainee teacher has resigned herself to the fact that she can no longer live in the city, which is considered the most unaffordable place to live in Britain.
She spends £515 a month on rent but, when bills are taken into account, she spends half her £18,000-a-year income on accommodation.
The 23-year-old said: ""My rent is incredibly high but my salary isn't as high.
""That means I'm not able to do all the social things that all my friends [outside of Oxford] can do.
""I'm actually moving to Banbury so I can afford to enjoy life.""
£550
30% of average monthly take home wage in England
£694
Average rent for one-bed flat
£867 Average rent for three-bed home
£760 Average rent for two-bed home
£641 Average rent for a studio flat
£382 Average rent for house share
Our figures showed 142 out of 324 areas where the average rent for a one bedroom property was higher than 30% of take-home wage.  None were in the north of the country except Manchester, Salford and York.
Copeland in Cumbria seems to have that magic mix of cheap rents and high wages.
However, the data does not tell the full story.  Copeland is home to the Sellafield nuclear fuel reprocessing and nuclear decommissioning site. There are also proposals for a new nuclear power station, the Moorside project, to the north of the current Sellafield site. The energy industry in Copeland also includes the Walney Wind Farm offshore.
Lynne Atkinson, of Cumbrian lettings agency Grisdales, said: ""Nuclear power does skew the figures when it comes to wages as there are some very well-paid jobs in the area.
""It is good value for money renting in Copeland and the market is very strong. It is cheaper than other areas in the North West, such as the Lakes. There has also been a lot of buy to let investment.""
Campbell Robb, chief executive of Shelter, said: ""Our chronic housing shortage means private renting is no longer a stepping stone for people starting out in life - it's where a quarter of families have to live.
""And with sky high rents eating up a huge chunk of people's monthly income, it's sadly no surprise that at Shelter we're hearing from growing numbers of families who are struggling just to cover the cost of the basics, and keep a roof over their heads.""
Explore the full dataset here
Henry Gregg, assistant director of communications and campaigns at the National Housing Federation said: ""These figures provide yet more evidence of how seriously unaffordable renting is in this country. Sky-high rents mean unstable and uncertain living situations are becoming the norm.""
Our investigation used the median average, which describes the middle value in a set.
The median monthly take home pay in England is about £1,833, after tax and national insurance contributions.
That means rent should take up no more than £550.  The England average price of a room in a house is £382, while a one-bedroom property costs £694.
Alan Ward, who chairs the Residential Landlords Association said there was a rental ""supply crisis"" because the government had focussed on home ownership.
According to a survey carried out by the association, 84% of landlords were considering raising rent due to ""punitive tax changes by the government"".
A Department of Communities and Local Government spokesman said: ""More than 300,000 people have been helped in homeownership through government-backed schemes since 2010, while almost 900,000 more homes have been delivered since the end of 2009.
""But we know there is more to do. That's why we've doubled the housing budget, including investing £8bn in an extra 400,000 quality affordable homes to rent and buy.
""We're also extending shared ownership, giving more people the chance to buy a home with a deposit of as little as £1,500.""
Reporting team: Peter Sherlock, Daniel Wainwright, Paul Bradshaw, Steven Connor","People spend more than a third of their disposable income on rent across large parts of England, a BBC investigation has found."
"Holyrood's public audit committee has written to the justice secretary saying SPA chairman Andrew Flanagan appeared to have ""behaved inappropriately"".
The letter follows a series of heated evidence sessions at parliament, which saw one MSP tell police bosses ""it's not the Kremlin you're running"".
Mr Flanagan insisted the group has made ""substantial progress"" over 12 months.
MSPs have been conducting an inquiry alongside a separate probe by HM Chief Inspector of Constabulary in Scotland Derek Penman into the governance of the SPA and concerns about transparency.
The letter from the committee, which was addressed to Justice Secretary Michael Matheson and copied to Mr Flanagan, is highly critical of the chairman and the running of the board.
It reads: ""We are writing to set out our very serious concerns about the standards of governance at the SPA, following our recent evidence sessions.
""In particular, we consider that the chairman of the SPA board, Mr Andrew Flanagan, would appear to have behaved inappropriately on occasion and in a manner not in keeping with relevant Scottish government guidance.
""We consider this to be unacceptable, particularly in relation to a public body that performs such a vital role.""
The committee were particularly critical about a row over meetings being held behind closed doors, which saw one board member, Moi Ali, quit. She told members that she felt she had been bullied, describing her exit from the board as ""a really horrendous experience"".
The letter notes: ""It appears to us that Mr Flanagan treated Ms Ali in an inappropriate manner, to the degree that she felt obliged to resign from the board.""
While members acknowledged there would be times when public bodies would have to discuss matters in private, they said the ""default position for such an important body is that its committees should meet in public"".
And they said it would be ""entirely unacceptable"" for the SPA to repeat the situation where private meetings were held to discuss governance with no notes being taken, saying there was ""a clear need for a culture shift within the organisation so that there are far fewer private meetings"".
On the matter of transparency, they said some of the board's ""decisions on basic operational matters have been inexplicable"", and said SPA board members ""should be far more critical in how they question or challenge some of the decisions made by the chair of the board"".
In response to the letter, a spokesman for the SPA said: ""As board members outlined this week, the SPA is listening to public and civic concerns and has already signalled it is ready to adapt its approach at the next public board meeting.
""In addition, HMICS is currently looking at governance within the SPA and we are working closely with the inspectorate to facilitate that review. Its findings and recommendations will further inform our approach to improved governance and transparency.""
During his appearance at Holyrood in April, Mr Flanagan insisted the group had made ""substantial"" progress over the past year, adding: ""I believe I am doing an effective job.""
He said: ""I think we've made a number of substantial movements within the last 12 months based on the governance review.
""I think we are becoming more effective, I think it is important that we recognise that there is already a high and significant degree of openness through the public board meetings that we have which are second to none in terms of public bodies in Scotland.
""I think we are on a journey. Is it perfect? No, it's not perfect, but I think in the last 12 months or so there have been significant steps forward.""
And in a subsequent sitting on Thursday, current board member George Graham said there had been a ""changing atmosphere"" since Mr Flanagan took over, saying the board was ""much more engaged"" with ""a clearer sense of purpose"".","MSPs have voiced ""very serious concerns"" about how the Scottish Police Authority is run."
"Media playback is not supported on this device
From Popdance to Street Dance, Ballroom to Fitsteps, there is a type of dance to suit everyone, whatever your age, taste, aspiration or fitness level. Before you know it, you'll be getting fit and your energy levels will be soaring! It's easy to get into, effective and a great way to meet new people.
Eight Count is by filmmaker Kelly Jayne Gill. You can find out more about Kelly and our other young film makers on the BBC Three Fresh profile page.
BBC Three Fresh is a digital space for short documentary films, finding the voices and directors of the future.",Members of 8 Steps Dance Group explain why dancing is a fantastic way of expressing creativity and emotion as well as being a great way of keeping active.
"The Irish were dismissed for 181 in 46.3 overs as several of their batsman, including top-scorer Ed Joyce (46), got out playing poor shots.
Bangladesh sealed victory in the 28th over with Soumya Sarkar unbeaten on 87.
This was another untimely Irish display with the game's bosses set to decide on their possible Test status next month.
Mustafizur Rahman did much of the damage in the Ireland innings as he took 4-23 after dismissing opener Paul Stirling in the second over, with the Irish still to get off the mark.
Home captain William Porterfield chipped an easy caught-and-bowled dismissal to Mosaddek Hossain to leave the Irish on 37-2.
A mini-revival as Ireland moved to 116-3 abruptly ended as Niall O'Brien (30) became the first of three Mustafizur victims in a six-over period to leave the home side on 136-7.
O'Brien's brother Kevin top-edged the left-arm seamer to Mosaddek while Joyce was also out during that calamitous spell for the Irish as he went down the pitch and slogged spinner Sunzamul Islam straight to Sabbir Rahman.
Lower-order batsmen George Dockrell (25) and Barry McCarthy (12) put on 35 for the eighth wicket before their departures saw Ireland quickly in the pavilion.
Only a series of early dismissals would have got Ireland back into the game but instead Sarkar and Tamim Iqbal put on 95 for the first wicket as the visitors strolled to the most emphatic of victories.
Joyce acknowledged Ireland ""didn't bat well enough"" after suffering a defeat arguably worse than the seven-wicket rout by England in Bristol earlier this month.
""I thought lots of the senior players, including myself, got out very cheaply. We'll look to put that right on Sunday against New Zealand,"" said the former England player.
Ireland were competitive for much of last weekend's game against New Zealand at Malahide and will need a similar display or better on Sunday to take pressure off coach John Bracewell and his struggling side.",Ireland suffered another chastening defeat as Bangladesh clinched an eight-wicket win with 22.5 overs to spare in the Tri-Nations game in Dublin.
"The researchers say that soda is more effective than current methods and less damaging to the environment.
The team have already successfully trialled microcapsules filled with the substance.
They believe that the baking soda approach could be 40% cheaper than existing technology.
Carbon capture and storage (CCS) is believed by many scientists and politicians to be a critical element in global attempts to avoid dangerous levels of climate change caused by CO2 emissions.
The burning of coal, gas and oil for energy production remains the single biggest source of the gas.
For years researchers have been working to build experimental technology that would capture CO2 from chimneys and flue pipes before it gets into the atmosphere. The gas would then be buried permanently, deep underground.
Indeed the promises made in Paris Climate Agreement to limit global temperatures to ""well below"" 2 degrees will need significant deployment of CCS.
""Nobody can see us keeping temperatures increases below 1.5 degrees without these technologies,"" said Dr Oliver Geden at the German Institute for International and Security Affairs.
""Yet there hasn't been any debate about this technology and it doesn't exist at scale.""
The equipment and chemicals that need to be built on to a power station to extract the CO2 are known to be expensive and cumbersome.
While governments and industry both recognise the benefits of such a system, they have been unwilling to put up the large amounts of cash needed.
Late last year the UK government pulled the plug on a Â£1bn competition to build a scaled-up version of the technology.
Scientists are now looking at other materials to see if they can achieve the same impact but at a lower cost.
At the Lawrence Livermore National Laboratory (LLNL) in California, they believe that baking soda could be a key ingredient for curbing the carbon.
They've created microcapsules that have a liquid solution of sodium carbonate (also known as soda ash) at their core, surrounded by a polymer shell that allows CO2 to flow through.
The tiny blue balls sit in an aqueous solution which prevents them from sticking together. When they come in contact with CO2 they change colour to a yellowish brown. Exposure of sodium carbonate to CO2 and water creates sodium bicarbonate - otherwise known as baking soda.
""The whole idea is that by making these individual capsules you can have a dramatically increased surface area, so if they clump together you can decrease that,"" said researcher Congwang Ye.
""You really want to have them separated.""
The scientists say that current CCS techniques using chemicals like monoethanolamine are toxic and expensive and create as many problems as they solve.
The LLNL team believe that baking soda can do an effective job at a much lower price.
""Like all the commercial CO2 schemes we have today, the goal for large scale implementation is taking many tonnes of gas from a power plant and finding geological features deep underground where we can inject that CO2 and it will stay indefinitely,"" said Joshua Stolaroff, an environmental researcher at Livermore.
""Microcapsule solvents like we've developed can do that, we hope, at lower energy use and capital cost, about 40% lower than the current methods.""
One advantage of the microcapsule approach is that recovery of the captured carbon is done by heating the baking soda solution, and that means the scientists get a more pure form of the gas - which increases its value for other industries.
But with production of the capsules limited to about a kilogram a day, the research team understand that this is a long term project.
""We think in the US, our regulations will promote carbon capture and storage at a commercial scale around 2022, and we look at technologies that can be ready around that time,"" said Joshua Stolaroff.
""We hope that around that time frame the benefits of our technologies will be developed and known.""
Thanks to 3D printing and advanced computational techniques, the researchers in California are not limited to capsules.
They are developing a range of materials that can be built and tested quickly thanks to the technology.
""You can think of it as CO2 capture fabric,"" said engineer Du Nguyen as he showed me a little pink piece of material.
""What this is made of is a silicone material and inside of that are lots of little bits of sodium carbonate. You can almost think of it as a CO2 sponge.""
The idea is that the researchers can customise carbon capture materials to fit chimneys or flue pipes. The absorbent sponge could be printed to fill a structure completely which would more effectively soak up carbon, thus reducing costs.
The researchers test the effectiveness of the baking soda materials by soaking them in sparkling water. The baking soda absorbs the carbon bubbles, rapidly turning the water flat.
The scientists believe that the baking soda capsules and sponges could be used in a host of applications, not just at power plants.
They argue that since the materials are easy to transport and recover the carbon gas from, they could kick start the growth of niche carbon recovery operations in places like breweries.
Several years of testing and refining the products lie ahead - but the researchers believe that what they are learning could have a significant long term impact on carbon emissions.
""Sometimes the solutions have been sitting right in front of you for a very long time,"" said Joshua Stolaroff with a laugh.
""And we think there is great promise that baking soda might save the world!""
Follow Matt on Twitter @mattmcgrathbbc and on Facebook.",Scientists in California are testing sponges made with the key ingredient of baking soda as a way of capturing carbon emissions.
"Goodluck Jonathan said it had been not just an attack on Nigeria, but an attack on the international community.
The radical Islamist group, Boko Haram, told the BBC it was behind the blast in the capital, which left at least 23 people dead and 81 wounded.
Mr Jonathan said the group was a ""local problem"" that had to be dealt with.
Boko Haram, which is fighting for the establishment of Sharia law in Nigeria, is alleged to have had contacts with al-Qaeda in the Islamic Maghreb, which operates in North Africa, and al-Shabab in Somalia.
The BBC's Mark Doyle in Abuja says Friday's suicide attack shows Boko Haram, whose name roughly translates as ""Western education is forbidden"", is getting bolder and that Nigeria has a growing security crisis.
For two years, the Islamist group has been targeting government and mounting a campaign of killings, but attacking the United Nations in the heart of the capital is a major escalation, our correspondent adds.
The bomber drove his vehicle through the headquarters' two security barriers, then crashed into the reception area before detonating the explosives.
The blast was powerful enough to bring down parts of the structure, where about 400 UN personnel work, and blow out the windows of nearby buildings.
Standing among the broken glass and twisted metal on Saturday, President Jonathan told reporters: ""I and all Nigerians are shocked.""
""Terrorist attacks on any individual or part of the world is a terrorist attack on the rest of the world,"" he added. ""Terrorists don't care about who is anywhere.""
""We will work with the UN and other world leaders to ensure that terrorism is brought under control.""
When asked by the BBC what he would do about Boko Haram, he gave no direct answer but acknowledged it posed a threat.
""Boko Haram is a local group linked up with terrorist activities and as a government, we are working on it and we will bring it under control.""
Our correspondent says Nigeria's government has tried negotiating with Boko Haram and cracking down hard, but neither tactic has worked.
UN Secretary General Ban Ki-moon said on Friday that he condemned ""this terrible act utterly"", and sent Deputy Secretary General Asha-Rose Migiro and Under-Secretary General for Security Greg Starr to Nigeria.
On Saturday, the UN's top official in Nigeria said nine of its staff were confirmed dead and that dozens were being treated in hospital.
""We have lost motivated, bright, selfless people who were working only for the good of Nigeria and the world,"" said Agathe Lawson, the UN's acting resident co-ordinator.
""Our priority now is to ensure those who are injured and the families of those who died are cared for.""
Mr Lawson said that her ""second and urgent priority"" was to ensure that UN operations continued in Africa's most populous nation.
""We will not be deterred in our mission to work to improve the lives of Nigerians. This is why we are here,"" she added.
Shortly after President Jonathan left the bomb site, agents from the US Federal Bureau of Investigation (FBI) arrived to help investigate.
""The FBI is on the ground at the request of the Nigerian government,"" said US embassy spokeswoman Deborah MacLean without elaborating.","Nigeria's president has promised to bring terrorism under control, during a visit to the scene of Friday's bombing at the UN's headquarters in Abuja."
"Media playback is not supported on this device
If the former Nottingham Forest and Derby County defender had access to the sort of help and support he is now eager to offer young footballers, he may well have achieved a great deal more.
Now retraining as a counsellor, Charles - still best remembered for his innocent part in the infamous tackle that almost ended Paul Gascoigne's career - is determined to give something back to the sport that gave him so much.
His journey has been far from smooth, with the low point a six-month prison sentence for dangerous driving and failing to give a breath sample that was brought about by his drinking.
Following his time in the East Midlands Charles, who won two England caps, was forced to retire at the age of 32 after injury-plagued spells with Aston Villa, Benfica and West Ham. It was the injuries that led to the boozing.
""While I was playing I was disciplined,"" Charles told BBC Inside Out. ""As soon as I was injured - if it was for any length of time - I would maybe go out a little bit more than I would normally. But it wouldn't be all the time.
""I am the first to admit that I have had my issues with drinking and I am a recovering alcoholic. But my drinking was very different from someone drinking every day. It wasn't all the time, it would be the odd time that would last two or three days.
""I wasn't a typical alcoholic. I could stop and go long periods of time without drinking.
""But toward the end of my football career it would last a little bit longer - definitely. As soon as I was nearly back to full fitness, I would go back in to my disciplined life again.""
Media playback is not supported on this device
Charles has been sober for nine years. The 45-year-old is director of football at Nottingham University and is working with Priority Health - a specialist organisation to help young footballers.
And he really wants to help.
""If a lot more people were more honest and there wasn't such a stigma around alcoholics or drug addicts then a lot of people would benefit from it,"" Charles said.
""We need to encourage young players not to live with addictions and talk to people.
""I know it is hard for a young player to go to a coach or an assistant manager and say 'listen I am struggling with drinking' or gambling or whatever because they do think it could be detrimental to their careers and maybe they will not get the contract of their dreams.
""There are things away from football clubs and there are people you can speak to.
""I want people to know that if you are struggling with addiction, speak to somebody about it because it does help. You don't have to go through hell when you can address your issues a lot earlier and go on and live a normal life.""
His time in prison was the real end of his ""normal life"" and helped set him on the way to sobriety. Charles was struggling to deal with the end of his career and it was at this point that he realised things needed to change.
""Prison was definitely something that opened my eyes to being somewhere I didn't want to continue going,"" Charles said.
""I just didn't want to drink any more or feel the way I was feeling any more. I had just had enough.
""Football is very much a closed shop but I think it is something that needs to be talked about. Addiction does not pick a certain type.""
Football life for London-born Charles began brilliantly as a youngster forcing his way in to Brian Clough's Forest side at the end of the 1980s.
""It's a big thing when you actually come in to a club and you are here every day and are watching the first team play,"" Charles said.
""The Forest team had a lot of great players at the time. I still remember cleaning the boots of Johnny Metgod, Garry Birtles, Gary Mills and Gary Fleming; they were the four players I looked after.
""That was one of the biggest things I enjoyed because I got to go in to the first team dressing room and listen to what they spoke about.""
Despite all Charles achieved, it was his part in the Gazza story that still triggers the memory banks when his name crops up.
Forest reached the 1991 FA Cup final where they played a Tottenham side featuring Gascoigne and Gary Lineker.
Despite going ahead through a trademark Stuart Pearce free-kick, Brian Clough's Forest lost a thrilling match 2-1.
But the game - enthralling as it was - was overshadowed by two moments of Gazza madness. His first challenge on Garry Parker saw Gascoigne plant his foot in the Forest midfielder's chest, the second saw the Lazio-bound superstar rupture a cruciate ligament in his right knee because of his ugly lunge on Charles.
""I remember the tackle on Parks,"" Charles said. ""I thought that was worse than my one to be honest. It was just a mis-timed tackle. It is something that every professional footballer has done.
""I didn't think much of it. I know a lot was made of it but I was more disappointed with us losing the game. If you speak to a lot of the Forest lads that is one of our biggest regrets. It was a massive day for the club.""
Charles wants to ensure the young footballers he comes into contact with will only have reason to regret matters on the pitch.
Interview by BBC East Midlands Today's Angela Rafferty.","Gary Charles fought alcoholism throughout his career, but still managed to play for England and feature in Wembley cup finals."
"Mr Deby took power in a coup in 1990 and later introduced elections.
A referendum in 2005 scrapped a clause restricting presidents to two terms, but Mr Deby said that if he gets re-elected he will reinstate it.
In the last year, Burundi, Rwanda and Congo-Brazzaville have all changed their constitutions to allow their presidents to run for office again.
Africa Live: BBC news updates
Mr Deby said on Tuesday that reinstating term limits would provide ""vitality"" to the democracy.
""We must limit terms, we must not concentrate on a system in which a change in power becomes difficult,"" he told the ruling party.
""In 2005 the constitutional reform was conducted in a context where the life of the nation was in danger,"" he added.
Africa's longest-serving leaders:
The arrogance of power
The Mobutu and Gaddafi effect",Chad's President Idriss Deby has announced he will run for a fifth term in April's elections.
"The 5 June game was cancelled despite a vote in favour of it going ahead.
Out of nearly 12,000 fans, 52% were in favour and 48% against the idea, a fundraiser for the Ladies' team said.
The club said it was responding to supporters' comments and fan feedback on social media.
The Hammers are moving to the Olympic Stadium after 112 years at Upton Park.
The club said in a statement: ""West Ham Ladies played under the lights at the Boleyn Ground back in March when they faced Tottenham Ladies and dialogue remains open between West Ham Ladies and the club with regards to the hosting of future fixtures.""
The match, between West Ham Ladies and a West Ham 'All Stars' team, was the brainchild of Jack Sullivan, the son of West Ham co-chairman David.
West Ham Ladies Joint-Chairman Stephen Hunt said: ""Obviously the Ladies are disappointed but myself and Jack Sullivan will get together over the summer to see what else we can do in the future.""
West Ham beat Manchester United 3-2 on Tuesday, 10 May and then held a 45-minute celebration after full-time, involving fireworks and former players.
Eastenders actor Danny-Boy Hatchard, who plays Lee Carter in the BBC One soap opera, was among those backing the Ladies' game.",A West Ham Ladies' match has been called off so that the men's win over Manchester United can remain as the last public fixture played at Upton Park.
"Separation talks could be completed within the two year deadline set out in Article 50, but a future relationship would take longer to negotiate, Sir Simon Fraser told BBC Newsnight.
Sir Simon said ""transitional arrangements"" would be necessary.
Prime Minister Theresa May will invoke Article 50 on Wednesday.
""It's certain that we won't have resolved everything in the period before the expiry of the Article 50 process,"" Sir Simon Fraser told BBC Newsnight.
""The EU side want to start with negotiating the terms of the separation... And the British side, on top of that, wants to move rapidly to discuss the future relationship - both political and economic - between Britain and the EU. And that is a very complex second set of negotiations.""
Because of the difficulty of defining the future relationship, Sir Simon, who held senior posts in Brussels and Whitehall before becoming the head of the diplomatic service, believes talks will soon shift to the nature of 'transitional arrangements'. This means vital questions about how the UK does business with the EU could be left unresolved far beyond 2019.
Many Brexit supporters had hoped informal negotiations with the EU could start before the Article 50 clock begins ticking this week. Negotiations are limited to two years.
But Sir Simon said the European Commission has thwarted such plans: ""There has been a very disciplined position across the EU, and I don't think that there has been a lot of informal behind the scenes discussion of the agenda or of the key issues yet.""
Sir Simon is also sceptical that the UK will be able to play off different countries among the EU's 27 countries.
""The UK has got to negotiate with the EU as a whole through the EU's appointed negotiator, which will be essentially led by the Commission.""
He added: ""I think it would be a mistake to try divide and rule because I don't think that that will work.""
While Article 50 allows up to two years to reach an agreement, the EU's chief negotiator, Michel Barnier, has said he wants the outline of a deal to be ready by autumn 2018, in the hope that it can then go before the European Parliament for ratification and member states for agreement well before the deadline is up.
But many diplomats, Sir Simon Fraser among them, believe that there will be no serious political discussions before this autumn, following the German elections.
While Brexit dominates national debate in the UK, it is a secondary issue for many European governments.
This could lead to delays in negotiations with many governments not taking positions until they have to. Combined with the complexity of the Brexit discussions, many diplomats believe that the UK could find itself close to a ""cliff edge"" without final agreement.
Sir Simon said while it was in the interest of both sides to avoid such a scenario, there was a ""risk of political ill will and turbulence - both political and economic"" if a deal is not reached within the Article 50 timeframe.
It is for this reason that Mr Barnier may want to make transitional arrangements dependent on a resolution of one of the first items on the EU's divorce agenda: getting the UK to agree to paying a bill of tens of billions into the Commission's coffers.
Mark Urban is diplomatic and defence editor for BBC Newsnight","The future relationship between the UK and the EU will not be negotiated within two years, says the former head of the Foreign Office."
"Connie Jennings, 96, died following the crash on Friday morning, near Murthly on the A9. Ms Jennings was from West Yorkshire.
She was a passenger in a Mazda CX5 which collided with a D&E Coaches single-decker bus.
The driver of the car, a woman in her 60s, sustained less serious injuries. No one else was hurt in the crash.",Police have released the name of a woman who died after a collision between a car and a bus in Perthshire.
