document,referenceResponse
"The attack, at Warrenpoint station, happened in the early hours of Sunday.
Officers returning from patrol at about 03:30 GMT, found that a petrol bomb had been thrown over the perimeter wall into the yard of the station.
It had smashed, but failed to ignite, and caused minor damage to a car parked in the yard.
Insp Colin Patterson said: ""We will be viewing footage from the station security cameras, but I would also like to appeal to anyone who noticed any suspicious activity in the vicinity of the police station or who has any information to contact officers in Warrenpoint on 101.""
SDLP MP Margaret Ritchie said it was ""a cowardly attack"".
""This attack represents a very clear attempt by an extreme minority to return south Down to the past,"" she said.",A petrol bomb has been thrown at a police station in County Down.
"One sign depicted a woman above the word ""kitchen"" and another showed a man alongside the word ""stadium"".
Lyon's president said on Twitter the club were investigating the incident.
Lille have since confirmed their home match against Lorient on Saturday will be free for all women, saying: ""Ladies, you are welcome with us.""
Lyon's women's team have won the French title 14 times and their captain Wendie Renard highlighted the banners on Twitter, saying: ""Lyon supporters... can you give me an explanation for that banner? The men at the stadium, the women in the kitchen?""
Club president Jean Michel Aulas replied: ""The club will get tough and will file a complaint against the creator of this banner.""
Lyon, who are fourth in the league, lost the match 2-1 at Parc Olympique Lyonnais.
This content will not work on your device, please check Javascript and cookies are enabled or update your browser",Lille have offered free entry to women after sexist banners appeared in the home crowd in Saturday's Ligue 1 match at Lyon.
"Olsson, who played 261 times after joining the Baggies in 2008, would have been out of contract this summer.
But the Premier League club have agreed to cancel his deal early so he can return to his homeland in time for the start of their new top-flight season.
""Albion has, and will always be, a huge part of my life,"" said Olsson, 34.
""It's all happened so quickly I've not had chance to say a proper farewell to so many people. I will be back at the first chance to do that.
""I'm really grateful to the club for helping me sort out this transfer,"" said the Swede, who also captained Albion during his near nine years' service to the club.
Meanwhile, teenager Kane Wilson has signed his first professional contract at The Hawthorns, the 17-year-old defender having signed a deal which ties him to Albion until the summer of 2019.
Find all the latest football transfers on our dedicated page.",West Bromwich Albion's long-serving defender Jonas Olsson has had his contract cancelled to allow him to move back to Sweden to join Djurgarden IF.
"Cummings was in the right place at the right time to convert David Gray's cross for his first.
And the 21-year-old rolled in an opportunistic second from a tight angle when he capitalised on a mix-up in the Buddies' defence.
New signings Andrew Shinnie and Brian Graham both came off the bench to make their debuts for Hibs.
Graham in particular had a brilliant chance to score his first goal for the Leith side but Saints goalkeeper Scott Gallacher blocked the effort.
Former Buddie John McGinn cracked the angle of post and cross-bar late on and any critics of Cummings would say the forward should have gone home with a hat-trick ball.
His double here brought his tally for the season to five already, and the deflected cross from energetic captain Gray only needed a left-foot steer into the net.
Being in the right place to capitalise was key for Cummings, and 10 minutes later his persistence at pestering St Mirren defender Jack Baird and keeper Gallacher was rewarded.
The St Mirren duo left a back-pass to each other and Cummings nipped in to clinically score from a tight angle.
Lennon's managerial effect from the sidelines is clear. Fifteen minutes into this match the former Celtic boss was berating Hibs centre-back Darren McGregor for a lack of urgency.
Players paid attention to Lennon's demands to ""move it quickly"" and ""get it forward"".
Cummings received an earful for a poor second-half pass and Marvin Bartley was rebuked for moaning at the referee. Lennon has got his team by the scruff of the neck.
St Mirren's home form under Alex Rae has been better than his predecessors but there was not much for the locals to get excited about on this occasion - indeed some booed at half-time.
Baird watched his header sail over and substitute David Clarkson shot narrowly wide, but the impression was Hibs had another gear in them if required.
Hibs boss Neil Lennon: ""Jason Cummings is a goalscorer but there's more to his game.
""He got two brilliant goals and could've had a couple more. I thought he got sloppy in the second half and looked a little bit tired.
""If you'd been watching him in the first half you could have had Real Madrid on the phone. But if you'd been watching him second half you would've had Accrington Stanley on the phone - and that's no disrespect to Accrington.""
St Mirren manager Alex Rae: ""The fact is that we dug in and competed in the second half.
""You can't legislate for that second goal. No matter what the preparation is, it's just a miscommunication and it becomes difficult because you're chasing the game.
""We need to stick together as a team and get through this.""
Match ends, St. Mirren 0, Hibernian 2.
Second Half ends, St. Mirren 0, Hibernian 2.
Andy Webster (St. Mirren) wins a free kick in the defensive half.
Foul by Brian Graham (Hibernian).
John McGinn (Hibernian) hits the bar with a right footed shot from outside the box.
Attempt missed. Andrew Shinnie (Hibernian) right footed shot from a difficult angle on the right misses to the right.
Corner,  Hibernian. Conceded by Jason Naismith.
Attempt saved. Brian Graham (Hibernian) right footed shot from the centre of the box is saved in the top centre of the goal.
Jordan Stewart (St. Mirren) is shown the yellow card for a bad foul.
Foul by Jordan Stewart (St. Mirren).
Dylan McGeouch (Hibernian) wins a free kick in the attacking half.
Attempt missed. Stephen Mallan (St. Mirren) right footed shot from outside the box is high and wide to the right.
David Clarkson (St. Mirren) wins a free kick in the defensive half.
Foul by Darren McGregor (Hibernian).
Substitution, Hibernian. Martin Boyle replaces Jason Cummings.
Attempt missed. Brian Graham (Hibernian) right footed shot from the centre of the box misses to the right.
Attempt saved. David Clarkson (St. Mirren) right footed shot from the right side of the box is saved in the centre of the goal.
Attempt missed. Andrew Shinnie (Hibernian) right footed shot from outside the box is too high.
Foul by Kyle Hutton (St. Mirren).
Dylan McGeouch (Hibernian) wins a free kick in the attacking half.
Foul by David Clarkson (St. Mirren).
Marvin Bartley (Hibernian) wins a free kick on the left wing.
Foul by Gary Irvine (St. Mirren).
Jason Cummings (Hibernian) wins a free kick in the defensive half.
Substitution, Hibernian. Brian Graham replaces Grant Holt.
Substitution, St. Mirren. Jordan Stewart replaces Lawrence Shankland.
Attempt saved. David Gray (Hibernian) header from the right side of the box is saved in the top centre of the goal.
Andy Webster (St. Mirren) wins a free kick in the defensive half.
Foul by Andrew Shinnie (Hibernian).
Substitution, St. Mirren. David Clarkson replaces John Sutton.
Substitution, Hibernian. Andrew Shinnie replaces James Keatings.
Foul by Gary Irvine (St. Mirren).
Jason Cummings (Hibernian) wins a free kick in the defensive half.
Foul by Gary Irvine (St. Mirren).
Jason Cummings (Hibernian) wins a free kick on the right wing.
James Keatings (Hibernian) hits the bar with a left footed shot from outside the box.
Attempt missed. Jack Baird (St. Mirren) header from the centre of the box is close, but misses the top right corner.
Gary Irvine (St. Mirren) wins a free kick on the left wing.
Foul by David Gray (Hibernian).
Kyle Hutton (St. Mirren) is shown the yellow card for a bad foul.",Jason Cummings' brace against St Mirren helped Hibernian continue their perfect start to the Championship season.
"Almost none of these will work. Why?
Because, on current polling, it all comes down to whether you think the people voting for Andy Burnham or those voting for Yvette Cooper are more likely to put Corbyn as their next preference.
And there is no decent publicly available evidence that either of them are. Furthermore, for similar reasons, there is no arithmetic reason why non Corbyn candidates withdrawing would do anything to stop Corbyn.
Voters in this election will be given the opportunity to rank the candidates in order of preference. The first preferences are counted up, and the person with the fewest is eliminated from the contest - and the votes they received are given to whoever each person that voted for them rated as their second preference.
If after that none of the candidates has achieved 50% of the vote, the candidate with the lowest number of votes is eliminated and their votes are given to whoever they put as their higher preference amongst the two remaining candidates. By definition, this gives one of the two remaining candidates a majority of the votes.
Current polling puts Corbyn first, Cooper and Burnham roughly tied in second, and Kendall trailing in third. So either Cooper or Burnham will most likely be the candidate that faces Corbyn in the final round. If you want to stop Corbyn, you'll be voting for some combination of Cooper, Burnham and Kendall as your first three preferences. So your vote WILL end up being for whoever faces Corbyn in the final round, WHICHEVER order you put those three in.
The only way you can affect the number of votes Corbyn gets is by trying to second-guess the second preferences of people that vote for eliminated candidates. If you believe the polls, Kendall's almost certain to be eliminated first, so you can't affect that. But one of Burnham and Cooper won't be eliminated before the final run off with Corbyn. Whichever one is eliminated will have their preferences redistributed to either Corbyn or his opponent.
So, in theory, if you, the ""stop Corbyn"" voter thought that, say, Burnham's supporters are more likely to have Corbyn as their next preference than Cooper's, you should put Burnham ahead of Cooper in your preference list even if you ACTUALLY prefer Cooper to Burnham - because it'll starve Corbyn of the extra votes he'd get if Burnham was knocked out.
The thing is, I am not aware of any decent evidence that this is the case. We have very few polls on the Labour leadership election - and those that exist (necessarily) have small samples of what Burnham and Cooper's second preferences would be. Very roughly speaking, the polling tables I've seen suggest supporters of both split their second preferences about 30/70 between Corbyn and his opponent. So it's not clear which of these you should give a higher preference to tactically stop Corbyn anyway.
In other words, there is no obvious way to tactically vote against Corbyn. If you want to stop him he'll be your last preference anyway - and it literally doesn't matter what order your first three preferences are in. Crazy thought though it might be, you can happily vote for candidates on the basis of, y'know, how good you think they are.
This actually has implications for people dropping out of the race as well. Ballot papers have already gone out, but Cooper could, for example, tell all her supporters to first preference Andy Burnham instead. In terms of tactical voting, there is NO POINT in any of the three non Corbyn candidates doing this. All their votes will be aggregated to support whoever faces Corbyn in the final round anyway as a result of the preference system.
Of course, that's just on the arithmetic. There might be a case for candidates dropping out if they think that a unified anti-Corbyn campaign would be more effective at winning over existing Corbyn supporters - perhaps because they spend less time attacking each other. But this is necessarily pretty speculative, especially this late in the game.
This piece was first published on the Newsnight Live blog",Ballot papers are going out this morning for the Labour leadership contest after a weekend of various grandees apparently dreaming up new schemes to stop Jeremy Corbyn.
"Charlton had thrashed Rovers 5-1 at the Memorial Stadium in November and they were convincing victors again, although they had to do it the hard way after a mistake by Patrick Bauer gifted Rovers a 12th-minute lead.
The Addicks defender slipped while attempting a back pass, enabling Jermaine Easter to burst clear on goal and round Dillon Phillips before slotting into an empty net.
Magennis' free-kick hit the crossbar, while Adam Chicksen's cross was tipped behind by Will Puddy via the woodwork as Charlton sought an equaliser before the break.
Parity was restored four minutes before the interval with Magennis heading home from Joe Aribo's free-kick.
And the duo combined in almost identical circumstances five minutes into the second half, an unmarked Magennis again using his head to convert from Aribo's set-piece delivery.
Aribo turned provider once again just after the hour, playing a low ball across the face of goal which was swept in from close range by Jorge Teixeira to make it 3-1.
Magennis completed his treble after 73 minutes, latching on to Andrew Crofts' pass and then firing an angled shot beyond Puddy in some style.
Report supplied by the Press Association.
Match ends, Charlton Athletic 4, Bristol Rovers 1.
Second Half ends, Charlton Athletic 4, Bristol Rovers 1.
Attempt missed. Matty Taylor (Bristol Rovers) header from the centre of the box is close, but misses to the left.
Foul by Morgan Fox (Charlton Athletic).
Lee Brown (Bristol Rovers) wins a free kick in the attacking half.
Jorge Teixeira (Charlton Athletic) wins a free kick on the left wing.
Foul by Matty Taylor (Bristol Rovers).
Attempt saved. Ellis Harrison (Bristol Rovers) header from the centre of the box is saved in the top centre of the goal.
Foul by Fredrik Ulvestad (Charlton Athletic).
Lee Mansell (Bristol Rovers) wins a free kick in the attacking half.
Substitution, Charlton Athletic. Nicky Ajose replaces Chris Solly.
Substitution, Charlton Athletic. Kevin Foley replaces Ezri Konsa Ngoyo.
Attempt missed. Josh Magennis (Charlton Athletic) header from a difficult angle on the left is close, but misses to the left.
Attempt saved. Peter Hartley (Bristol Rovers) right footed shot from the centre of the box is saved in the top centre of the goal.
Chris Solly (Charlton Athletic) is shown the yellow card for a bad foul.
Matty Taylor (Bristol Rovers) wins a free kick in the defensive half.
Foul by Chris Solly (Charlton Athletic).
Corner,  Charlton Athletic. Conceded by Peter Hartley.
Adam Chicksen (Charlton Athletic) wins a free kick on the right wing.
Foul by Lee Mansell (Bristol Rovers).
Substitution, Charlton Athletic. Fredrik Ulvestad replaces Joe Aribo.
Attempt missed. Matty Taylor (Bristol Rovers) left footed shot from outside the box misses to the right.
Adam Chicksen (Charlton Athletic) is shown the yellow card.
Foul by Adam Chicksen (Charlton Athletic).
Stuart Sinclair (Bristol Rovers) wins a free kick in the defensive half.
Goal!  Charlton Athletic 4, Bristol Rovers 1. Josh Magennis (Charlton Athletic) right footed shot from the centre of the box to the top right corner. Assisted by Jorge Teixeira.
Corner,  Bristol Rovers. Conceded by Patrick Bauer.
Attempt saved. Liam Lawrence (Bristol Rovers) right footed shot from the centre of the box is saved in the top centre of the goal.
Foul by Josh Magennis (Charlton Athletic).
Tom Lockyer (Bristol Rovers) wins a free kick on the left wing.
Corner,  Charlton Athletic. Conceded by Stuart Sinclair.
Byron Moore (Bristol Rovers) is shown the yellow card.
Corner,  Charlton Athletic. Conceded by Peter Hartley.
Corner,  Charlton Athletic. Conceded by Tom Lockyer.
Substitution, Bristol Rovers. James Clarke replaces Daniel Leadbitter because of an injury.
Corner,  Charlton Athletic. Conceded by Liam Lawrence.
Ezri Konsa Ngoyo (Charlton Athletic) wins a free kick in the defensive half.
Foul by Liam Lawrence (Bristol Rovers).
Goal!  Charlton Athletic 3, Bristol Rovers 1. Jorge Teixeira (Charlton Athletic) left footed shot from very close range to the centre of the goal. Assisted by Joe Aribo following a set piece situation.
Delay over. They are ready to continue.",Josh Magennis struck a hat-trick as Charlton came from behind to brush aside Bristol Rovers at The Valley.
"Stacey Burrows, 16, and Lucy Pygott, 17, were killed while on a training run in Aldershot, Hampshire, on 8 November.
Judge Phillip Gillibrand revealed he had lost his own brother in a car crash as he expressed sympathy for the girls' relatives.
Michael Casey, 24, is charged with causing death by dangerous driving.
Mr Casey, of St Paul's Road, Tottenham, London, was bailed to appear at Winchester Crown Court on 13 April.
Addressing the teenagers' relatives, Judge Gillibrand said: ""I do not know the incident but I myself lost my brother in a road traffic accident.
""I know the trauma and the anguish you must be going through.""
He was interrupted by a member of the public knocking on the window of the public gallery.
The judge asked them to leave the court and for people to ""respect the rule of law"" in a case where ""emotions are flying high"".
During the short hearing, Mr Casey spoke only to confirm his name, address and date of birth.
He did not enter pleas but the court was told he was likely to do so when the case is next heard.
The girls, who were members of Aldershot, Farnham and District Athletic Club, were warming up for an evening run when they were hit by a black Ford Focus in Queen's Avenue.
Lucy Pygott, who was from Hartley Wintney, Hampshire, had won a 3,000m bronze medal at the European Youth Championships in July.
Stacey Burrows, from Farnborough, was the Hampshire under-17 3,000m champion.","A judge has told a court he understood the ""trauma and anguish"" of the families of two teenage athletes who died after being hit by a car."
"Xi Jinping will be the first Chinese president to attend the annual meeting of world and business leaders in the Swiss Alps in its 47-year history.
Mr Xi will speak in defence of free trade in his speech at the conference's opening ceremony on Tuesday.
Theresa May, the UK prime minister, is expected to meet with the Chinese leader in Davos on Tuesday.
She will travel to the Swiss ski resort after delivering a speech giving more detail about her Brexit plans in London earlier that day.
And on Friday, Philip Hammond, the UK chancellor, will further outline his vision of the UK's economic relationship with the European Union after Brexit.
Meanwhile, Mr Trump, who has spoken out against international trade deals, takes office on Friday.
Davos: Are the global elite in retreat?
Vaswani: Why is Xi Jinping going to Davos?
Davos coverage in full
Although the president-elect will not go to Davos, one of his top advisers - hedge fund boss Anthony Scaramucci - will speak about the new US leader's plans on Tuesday.
Mr Trump, whose ""America first"" pledge helped him win the White House, has also threatened to hike tariffs on goods imported from China.
Mr Xi is taking China's biggest delegation to the elite gathering in Davos, and his appearance is seen as an attempt to present the country as a world leader.
His entourage includes some of China's most successful business people, such as Jack Ma, the founder of e-commerce giant Alibaba, and property magnate Wang Jianlin, who runs the conglomerate Dalian Wanda.
China's vice foreign minister Li Baodong has said Mr Xi will detail the country's views on how to ""steer economic globalisation towards greater inclusiveness"".
Despite the apparent hostility between the US and China, Mr Xi has spoken of a smooth communication channel with Mr Trump's team, and reports suggest the Chinese president would be willing to meet members of the US president-elect's team whilst in Davos.
Mr Xi's attendance has been welcomed by WEF founder Klaus Schwab, who said he expects him to ""show how China will assume in global affairs a responsive and responsible leadership role"".
Responsive and responsible leadership is the theme for this year's gathering, which comes after a year of dramatic events including the UK's Brexit vote and the election of Donald Trump.
Mr Schwab has called on attendees to help ""overcome the present mood of divisiveness and negativism"".
""The world is fundamentally transforming technologically, economically, socially and politically.
""There are no simple, ready-made solutions. What we urgently need are pragmatic and future-oriented actions, even in the form of small steps, to provide positive narratives,"" he said ahead of the conference.
The World Economic Forum's global risks report, published ahead of the meeting, said ""rising income and wealth disparity"" and ""increasing polarisation of societies"" were two of the biggest risks expected to impact the world over the next decade.
The report, which is based on the views of 750 experts, found climate change and the potential for extreme weather events, cyber dependency leaving firms and governments more vulnerable to cyber-attacks and ageing populations were the other biggest risks.","China, Donald Trump and Brexit are set to dominate this year's World Economic Forum (WEF) meeting in Davos."
"The source close to the inquiry played down the significance of the interviews carried out in Portugal on Tuesday.
Portuguese detectives in Faro were observed during the questioning by officers from the Met Police, which is conducting its own investigation.
Madeleine disappeared aged three in the Algarve resort of Praia da Luz in 2007.
The source told the BBC: ""Questioning of the four suspects was concluded yesterday evening. Unfortunately the interviews have led to no new developments and we are back where we were seven years ago.""
The source added: ""The 'arguido' [suspect] status was given to the suspects to protect them. It gives them legal rights including the right to remain silent and to have a lawyer present during interviews.
Jeremy Cooke, BBC News in Praia da Luz
It is clear that the latest developments in the Madeleine McCann case are the result of the detailed, painstaking work being done by British police officers working on Operation Grange.
As their investigation continues, they formally request assistance from the Portuguese police. It is at the request of Scotland Yard officers that four potential new suspects - or arguidos - and 11 potential witnesses are being interviewed.
Those interviews involve detectives from both countries; the Portuguese asking the questions, while the British monitor proceedings.
It is not clear what potential link the British team believe may exist between the ""suspects"" and the disappearance of the three year-old. But clearly there are lines of inquiry they believe are worth following up.
There are, however, clear tensions here. With one source close to the case saying that the investigation is going nowhere and ""we are back where we were seven years ago"".
""They were declared arguido due to being identified as suspects in a letter of international request sent by the British to the Portuguese authorities.""
The Portuguese Attorney General's Office in Lisbon issued a brief statement about the questioning of the four suspects.
It said that requests from the British authorities had been carried out but the content of these requests would remain confidential.
Police have begun the process of interviewing 11 witnesses, which also relates to official requests from the Metropolitan Police.
The source indicated that two tracker dogs from the UK could be used in searching a vehicle thought to belong to one of the witnesses. No time or location was given for this.
One of the four ""persons of interest"" - or arguidos - questioned was Sergey Malinka. He has always denied any involvement.
Mr Malinka, a Russian-born website designer with Portuguese nationality, was questioned as a witness in 2007 when Madeleine went missing.
On Tuesday, Mr Malinka and another suspect left the central police station in Faro after they were interviewed.
A third person, who is said to be suffering from severe schizophrenia, remained inside the police headquarters after the other two had left.
All of those being questioned are Portuguese citizens. They have all been summoned to be interviewed; there have been no arrests.
The status of arguidos in the Portuguese judicial system refers to individuals whom police may reasonably suspect are linked to a crime.
In June, Portuguese and British officers searched three sites in Praia da Luz but found no evidence relating to the case.
Scotland Yard said at the time that ""more activity"" had been agreed with Portuguese police and the searches were the ""first phase"" of a major investigation.
The McCann family - from Rothley, Leicestershire - were staying in an apartment in Praia da Luz when Madeleine was last seen.
Her parents had been at a restaurant near their apartment when she went missing.","Questioning of four suspects in the Madeleine McCann investigation has concluded without any new developments, a source has told the BBC."
"The former Sierra Leone tactician was dismissed on Thursday after 15 months in-charge of Amavubi.
McKinstry said he was ""surprised and disappointed"" and the reasons ""had not been made fully clear"" to him.
McKinstry took over the Rwanda job from Englishman Stephen Constantine who stepped down in March 2015.
The Northern Irishman then led Rwanda to the quarter final stage of the 2016 Africa Nations Championship that they hosted.
He also led the team to the runner-up spot in the 2015 Cecafa Senior Challenge Cup in Addis Ababa, Ethiopia.
""The specific reasons behind the decision have not been made fully clear to me given our performance to date, I am therefore both surprised and disappointed by the announcement today, and that myself and the team will not be able to finish what we started,"" he said.
The 30-year old coach managed to record 11 wins, two draws and a dozen defeats in the 25 games he was in charge of Rwanda.
According to the Rwanda FA, McKinstry was sacked because he did not achieve some of the targets that had been set for him.
The FA announced former international Jimmy Mulisa, who had been McKinstry's assistant, as Rwanda's interim coach.
Mulisa was a key part of the Amavubi side that featured in the country's first and only Africa Cup of Nations finals in Tunisia in 2004.",Northern Ireland-born Johnny McKinstry has expressed his surprise after he was sacked as head coach of Rwanda's national team.
"The race was expected to be full of high drama, with drivers squeezing cars through narrow sections and an error or two never far away.
What happened? An unexpectedly dull inaugural race.
With only a 12-point gap between Vettel and Hamilton at the top of the drivers' championship, can Azerbaijan provide an exhilarating show this time around?
Choose your top-10 race result below...
Who will finish in the top 10 at the Azerbaijan Grand Prix?","Baku was the new kid on the Formula 1 block in 2016, presenting fans with the fastest street circuit on the calendar."
"Albion goalkeeper David Stockdale made a crucial point-blank save to deny Tom Ince in the early stages before Darren Bent glanced a header wide.
Tomer Hemed tested Rams keeper Scott Carson with a half-volley after the break and the Israeli then had a goal-bound shot cleared by Cyrus Christie.
Stockdale palmed away a low strike from Will Hughes late on to secure a point.
Derby threatened in the early stages but Brighton managed to soak up the pressure and eventually created the better openings in what was a tight encounter.
On-loan Seagulls striker Glenn Murray had a shot blocked just before half-time and then headed over the bar in the second half.
Both sides finished in the top six in the Championship last season before being beaten in the play-off semi-finals, and are expected to challenge for promotion again.
Pearson, back in management following his sacking by Leicester in June 2015, won the Championship title with the Foxes in 2013-14.
Derby County boss Nigel Pearson:
""I was very pleased with our determination and the fact that the players kept on trying to function as a team. Although we weren't playing at our best and didn't use the ball as well as I would have liked to have done, we worked really hard to protect our own goal.
""We had some very good chances early on, we started the first half very well and they started the second half very well.
""What's important for me with this performance and this result is that if people have the opinion that in the past we may have lost, I was interested and very pleased to see our players work so hard to not allow a tight game to go to the opponents.
""You've got to try and win games but if you can't win them you don't lose them and I think both managers would be saying very similar things.""
Brighton & Hove Albion manager Chris Hughton:
""I think in the last few years a draw here is going to be a very good result. I thought although we needed David Stockdale to make a couple of very good saves, we edged the chances.
""I thought we had the better of the chances but I thought on the balance of play a draw was probably a fair result. I think what you have with Glenn [Murray] is a player who will be a wonderful signing for us but he's come in on the back of a season last year when he didn't have too many starts.
""But he's a worker for the team so my delight with him is how he's got into those positions and if he does that enough times over a season he will score goals.
""Generally you don't know what you are going to get first game of the season but I thought the application of the team was excellent and apart from winning and goals I think I've got everything I wanted today.""
Match ends, Derby County 0, Brighton and Hove Albion 0.
Second Half ends, Derby County 0, Brighton and Hove Albion 0.
Attempt saved. Darren Bent (Derby County) header from the centre of the box is saved in the bottom left corner. Assisted by Cyrus Christie with a cross.
Jacob Butterfield (Derby County) wins a free kick in the defensive half.
Foul by Beram Kayal (Brighton and Hove Albion).
Foul by Jacob Butterfield (Derby County).
Jamie Murphy (Brighton and Hove Albion) wins a free kick in the attacking half.
Substitution, Brighton and Hove Albion. Kazenga Lua Lua replaces Anthony Knockaert.
Attempt missed. Jacob Butterfield (Derby County) left footed shot from outside the box is just a bit too high.
Offside, Derby County. Will Hughes tries a through ball, but Darren Bent is caught offside.
Attempt missed. Will Hughes (Derby County) left footed shot from outside the box is close, but misses to the right. Assisted by Jeff Hendrick.
Attempt missed. Glenn Murray (Brighton and Hove Albion) header from the centre of the box misses to the right. Assisted by Anthony Knockaert following a set piece situation.
Foul by Will Hughes (Derby County).
Liam Rosenior (Brighton and Hove Albion) wins a free kick on the right wing.
Substitution, Brighton and Hove Albion. Jamie Murphy replaces Jiri Skalak.
Attempt missed. Jacob Butterfield (Derby County) left footed shot from outside the box is just a bit too high. Assisted by Chris Baird.
Attempt saved. Glenn Murray (Brighton and Hove Albion) header from the centre of the box is saved in the bottom right corner. Assisted by Jiri Skalak with a cross.
Jeff Hendrick (Derby County) is shown the yellow card for a bad foul.
Foul by Jeff Hendrick (Derby County).
Jiri Skalak (Brighton and Hove Albion) wins a free kick in the defensive half.
Substitution, Derby County. Jacob Butterfield replaces Tom Ince.
Chris Martin (Derby County) wins a free kick on the right wing.
Foul by Jiri Skalak (Brighton and Hove Albion).
Attempt missed. Anthony Knockaert (Brighton and Hove Albion) left footed shot from outside the box is close, but misses to the left. Assisted by Beram Kayal.
Craig Bryson (Derby County) wins a free kick in the defensive half.
Foul by Jiri Skalak (Brighton and Hove Albion).
Foul by Jeff Hendrick (Derby County).
Anthony Knockaert (Brighton and Hove Albion) wins a free kick on the right wing.
Richard Keogh (Derby County) wins a free kick in the defensive half.
Foul by Anthony Knockaert (Brighton and Hove Albion).
Substitution, Brighton and Hove Albion. Sam Baldock replaces Tomer Hemed.
Anthony Knockaert (Brighton and Hove Albion) is shown the yellow card for a bad foul.
Will Hughes (Derby County) wins a free kick in the defensive half.
Foul by Anthony Knockaert (Brighton and Hove Albion).
Corner,  Brighton and Hove Albion. Conceded by Jason Shackell.
Attempt blocked. Glenn Murray (Brighton and Hove Albion) left footed shot from the centre of the box is blocked. Assisted by Steve Sidwell.
Attempt blocked. Tomer Hemed (Brighton and Hove Albion) right footed shot from the right side of the box is blocked. Assisted by Glenn Murray.
Substitution, Derby County. Chris Martin replaces Nick Blackman.
Offside, Derby County. Tom Ince tries a through ball, but Darren Bent is caught offside.
Delay over. They are ready to continue.",Nigel Pearson saw his first game in charge of Derby end in a goalless draw against Brighton at the iPro Stadium.
"Russell, 28, was part of the side that won April's World Twenty20 and will be available for four matches in June.
Tahir, 37, will then link up for the final seven games and is set to play in six County Championship fixtures.
""Andre is one of the leading T20 players in the world right now,"" said director of cricket Mick Newell.
Russell has taken 180 wickets in T20 cricket at an average of 26.13, and has 12 half-centuries with the bat with a strike rate of more than 165 runs per 100 balls.
Newell added: ""Looking at our line-up, there was certainly scope to add a hitter into the middle order, as we did in 2015 with Darren Sammy.
""In Andre's case it's an added bonus that he's a very effective fast bowler as well.""
Tahir played three matches for Notts towards the end of last season.
He has taken 150 wickets in international and domestic T20 cricket at 20.82, with an economy rate below seven.
""We've seen many times how valuable a world-class leg-spinner can be, in all formats of the game,"" said Newell.
""Imran enjoyed his time here last year, he wanted to come back, and we're only too happy for him to do so.
""Having him available will also allow us to make the most of some of the drier pitches in four-day cricket at the back end of the summer.""",Nottinghamshire have signed West Indies all-rounder Andre Russell and South Africa leg-spinner Imran Tahir for their T20 Blast campaign.
"By reaching a settlement, Google will avoid criminal prosecution in the US for profiting from the adverts.
The $500m represents the firm's revenues from the adverts and the revenues generated from the sale of the drugs, federal investigators said.
Google said it should it not have allowed the adverts.
""We banned the advertising of prescription drugs in the US by Canadian pharmacies some time ago,"" the company said in a short statement.
""However, it's obvious with hindsight that we should not have allowed these ads on Google in the first place.""
The US Justice Department said controls over selling the drugs were inadequate.
""While Canada has its own regulatory rules for prescription drugs, Canadian pharmacies that ship prescription drugs to US residents are not subject to Canadian regulatory authority, and many sell drugs obtained from countries other than Canada which lack adequate pharmacy regulations,"" the department said.
It added that the higher price of the drugs reflected the fact that some could be bought without a doctor's prescription.",Internet giant Google has agreed to forfeit $500m (Â£306m) for publishing online adverts from Canadian pharmacies selling illegal drugs to US customers.
"As first reported by the Southend Echo, Doreen Mann became stuck in her bath and kept herself warm by topping it up with hot water.
Fortunately, Sonia Congrave, 39, became concerned when Mrs Mann did not appear at Tomassi's cafe for a couple of days.
She called the police who helped the 86-year-old out of the tub last week.
For more on this and other stories, visit Essex Live
""Doreen is an amazing lady,"" Ms Congrave said.
""When she didn't come in for a day or two, we realised something was wrong.""
Mrs Mann said she usually went to the cafe four times a week for lunch and a glass of wine and described the establishment as ""her second home"".
Ms Congrave said now planned to pop round to Mrs Mann's to help her in and out of the bath.
She also plans to buy her a mobile telephone for emergencies.","An elderly woman, who was stuck in her bath for four days, was rescued by a waitress who realised she had not come in for her usual lunch and wine."
"The 26-year-old Swede joins the League One club on a two-year deal, with the option of a one-year extension.
Former Malmo and Hacken player Pekalski is Oxford United's fourth overseas signing since manager Pep Clotet was appointed in July.
""I'm happy to be here and it's been a pretty natural decision to make the move,"" he told BBC Radio Oxford.
""After 11 years of playing in Sweden, I was looking for something that would be a challenge and a bit of an adventure.
""I've worked with Pep before (at Malmo), he's a brilliant coach and I've heard a lot about Oxford's ambition, which I think is really interesting.""
Pekalski has made 15 appearances for Halmstads in the Swedish top division this season after joining the club in March.
Find all the latest football transfers on our dedicated page.",Oxford United have signed midfielder Ivo Pekalski from Swedish side Halmstads for an undisclosed fee.
